theme_instance_id,run_id,snapshot_id,trade_date,timestamp,theme_path_id,members_json,member_count,source_layers_json,consensus_score,structure_score,cross_layer_consensus_score,flow_support_score,dtw_flow_support_score,volume_support_score,large_trade_support_score,stability_score,semantic_coherence_score,theme_quality_score,theme_quality_breakdown_json,keep_status,reject_reason
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1615_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1615,2026-01-02,2026-01-03 00:15:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1620_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1620,2026-01-02,2026-01-03 00:20:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1625_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1625,2026-01-02,2026-01-03 00:25:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1630_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1630,2026-01-02,2026-01-03 00:30:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1635_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1635,2026-01-02,2026-01-03 00:35:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1640_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1640,2026-01-02,2026-01-03 00:40:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1650_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1650,2026-01-02,2026-01-03 00:50:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1655_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1655,2026-01-02,2026-01-03 00:55:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1700_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1700,2026-01-02,2026-01-03 01:00:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1705_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1705,2026-01-02,2026-01-03 01:05:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1710_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1710,2026-01-02,2026-01-03 01:10:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1715_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1715,2026-01-02,2026-01-03 01:15:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1720_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1720,2026-01-02,2026-01-03 01:20:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1725_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1725,2026-01-02,2026-01-03 01:25:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1730_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1730,2026-01-02,2026-01-03 01:30:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1735_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1735,2026-01-02,2026-01-03 01:35:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1740_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1740,2026-01-02,2026-01-03 01:40:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1745_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1745,2026-01-02,2026-01-03 01:45:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1750_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1750,2026-01-02,2026-01-03 01:50:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1755_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1755,2026-01-02,2026-01-03 01:55:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1800_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1800,2026-01-02,2026-01-03 02:00:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1805_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1805,2026-01-02,2026-01-03 02:05:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
